Region;Filial;Mencion;Negativo;Neutral;Positivo;Territorio_comunicacion
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta Pregunta : Si la Ciudad ha crecido casi el doble en los recientes 30 años , porque no han aumentado las frecuencias de recolección de basuras ? Que pesar , Medellin cada dia luce mas sucia ...no hay respeto, no hay control , no hay cultura !!! @Emvarias @luisyepesb #Sensatez;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta Debemos seguir en la educación ciudadana, pues ya hay mucha gente nueva que no conoce el concepto, no lo entiende. La cuidad es nuestro hogar y por ello hay que cuidarlo.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta Cordial saludo @Emvarias @FicoGutierrez retomar el cobro de multas, he sido testigo del trabajo del personal en el sector de Santa Lucía subiendo por la canalización antes del CAI, sus habitantes cercanos tienen ese espacio como el botadero municipal. No ayudan, son cochinos.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta @luisyepesb Todos sabemos que la cultura del Aseo no va a cambiar !!! Estamos en Colombia  #RealismoMagico;;1;;No asignado
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta @lilianapelaezm Regular GESTIÓN DE RIESGO. La actual administración carece de liderazgo y obras ambiciosas para MITIGAR riesgos y solucionar las problemáticas de Medellín. La ciudad tiene el mayor presupuesto público de la historia (20 billones anuales) y sólo se dedican a...;1;;;Innovación y Liderazgo
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta @lilianapelaezm No saldría más barato y menos traumático, hacer el respectivo mantenimiento e invertir en la ciudad?;1;;;Calidad del servicio
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta @lilianapelaezm Muy triste lo que pasó, se nota la falta de mantenimiento al sistema de evacuación del agua, la gestión de algunas secretarias para adjudicar los contratos para tal fin es pésima, @FicoGutierrez apoyo tu gestion pero debes poner la gente a marchar, no hay...;1;;;Calidad del servicio
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta @lilianapelaezm Los deprimidos muy deprimidos que nos dejaron la corrupción de parques del río. Cierto Aníbal y Gutiérrez. No tienen remota idea de las bestialidades que hacen.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta @lilianapelaezm BENDICIONES;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @elcolombiano @EPMestamosahi @AlcaldiadeMed @tavocasta Pasar del programa Escombros Cero, al pasado en donde la gente por ahorrarse $1 peso tirará a la calle y quebradas de Medellín sus desechos... Medellín en RETROCESO... https://t.co/HwZILzDqoC;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @tavocasta @amoramartinez1 @comunicandobel @GerenteEPM @EPMestamosahi @FicoGutierrez @tobonvillada @Areametropol @AndresGuryRod @claudiacarrasq @andreanimalidad Muchas gracias pero que la persona tenga cuidado que ese puente está muy malo y no se vaya a caer @Emvarias ;1;;;Impacto social y ambiental
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @tavocasta @amoramartinez1 @comunicandobel @GerenteEPM @EPMestamosahi @FicoGutierrez @tobonvillada @Areametropol @AndresGuryRod @claudiacarrasq @andreanimalidad Muchas gracias @Emvarias esto fue el día de ayer. Los senderos y el mantenimiento de esta canalización es muy pésimas y con las lluvias es aún más peligroso que...;1;;;Calidad del servicio
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @PoliciaMedellin @FicoGutierrez @EPMestamosahi @tavocasta Eso estuvo muy bien. Y las plazas de vicio y los niños indígenas en situación de calle en todo ese corredor para cuando? @FicoGutierrez @ManuelVillaMe @secretaria;;1;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @tavocasta @EPMestamosahi Con quién se habla para que regresen a hacer aseo a zonas de la ciudad que tienen abandonadas??;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Y los bajos del metro desde la estación estadio, pasando por la estación suramericana, hasta la autopista. ¡VUELTO MIERDA! Lleno de indigentes;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Ustedes solo saben recoger hojas.... Por la calle son los escombros regados y sus llamados escobitas pasan pero a quitar las hojas que caen de los árboles, ven basura en jardines y se hacen los ciegos, no la recogen, no sirven!;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Siii y por eso es que se les inunda hasta la glorieta de La Alpujarra jajaja ‍♂️ https://t.co/xlfriIetzc;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Si fueran buenos gerentes serían precavidos y evitarían que pasarán esos desbordamientos del rio. Implementando planes de contingencia. Y PREDICIENDO con ingenio. Pero como son técnicos es en chuparle el culo a fico perico.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Señores @Emvarias por favor se pueden dar una pasada por el deprimo que está en Castropol, saliendo a las palmas, abajo del restaurante Asia, da verdaderamente pena.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Se que hacen una gran labor, pero debería tener más iluminación;;1;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Se inunda Bogotá que es una gran ciudad no se va inundar ese pueblo;;1;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Quedo muy lindo, pero también es importante trabajar la social, toda esa gente que consume droga en esa zona merece una nueva oportunidad ;;;1;Impacto social y ambiental
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Que valientes!!! Mil y mil gracias;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Que sujetos tan importantes para la ciudad, ojalá les den un bonito;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Que buena labor, mis felicitaciones . Solicitamos una ayuda en el parque del Chagualo, junto a la estación de Metroplús, se ha convertido en botadero de llantas https://t.co/QUdJl9Mjkl;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Pregunta pregunta es que es muy difícil marcar los puntos de referencia de dónde están los desagües , llevan como 3 horas con un palito tratando de ubicarlos;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Porque será que la gente es tan cochina.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta No trabajen de raíz el cambio climático... Tranquilos sigan dando show barato como el del impresentable alcalde;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta No pues con palas y escobas terminan rápido  tanto que ganan y roban no hay maquinaria más eficiente ?;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Muy bien trabajo. Gracias por mantener nuestra ciudad limpia ;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Muchas gracias.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Mis respetos y admiración para todos ellos.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Me consta, felicitaciones, gran trabajo y en tiempo récord.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Le colocarían más iluminación? Porq eso es tenebroso;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta La Alcaldía tiene abandonadas las quebradas, permiten levantar construcciones ilegales a su alrededor, no ejercen ningún control sobre ellas y sólo se acuerdan que existen cuando éstas se desbordan y causan tragedias. Que no nos pase lo de España.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Hola, así está el sector aledaño a la escuela Rafael Uribe Uribe. Llevan semana sin barrer está zona. Y los veo nos estamos cansados de hacer el trabajo que les corresponde https://t.co/F2yPuVlxZG;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Gran trabajo. Traten de mejorar los aspectos en salud y seguridad para ellos.Son las únicas personas de esas brigadas que además de largas y pesadas jornadas cargan todo el día a sus espaldas sus pertenencias. Implementen apoyos logísticos para ellos. Riesgo en su salud ❗️❗️❗️;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Gracias!!;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Gracias por el esfuerzo, pero solo dura media hora limpio. La solución es destaparlo, así la indigencia lo deja de tomar por letrina, quemadero de cable robado, consumidero de drogas y botadero de basuras.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Gracias por el aseo. Allí cerca se encuentra el puente peatonal del Éxito de Colombia, pasar es casi un reto...Cuando puedan lo visitan y revisan. Gracias ;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta GRACIAS a uds!;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Gracias @Emvarias;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta FELICITACIONES a todos ;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Felicitaciones , mil;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Excelente si vieran en Barranquilla y su área metropolitana como botan la basura en los arroyos esa cultura de algunos costeños Demaciado hace la @SomosTripleA para mantener las calles y arroyos limpios;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Excelente trabajo;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Excelente labor, lástima q solo dure hasta la noche siguiente.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Espero le den un super bonooo a esos trabajadores y trabajadoras que nos ayudan a limpiar nuestras calles y lo que ensuciamos porque un mínimo no se merecen;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Eso se sabía que sucedería en temporada de lluvias fuertes. Se necesita de nuevo a MI RIO. Poner sanciones a los que arrojan escombros etc.;1;;;Innovación y Liderazgo
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Es que la tarea debe hacerse periódicamente no cuando Medellín tiene el agua al cuello... https://t.co/2KaCiS8SJf;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Era antes de... https://t.co/W6fDL4OqCs;;1;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Dónde se parte palace y Junín al frente del parque san Antonio que basurero tan tremendo había allí ahora por la tarde ;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Compromiso del trabajador que se esmera por la ciudad.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Berracos!!!, muchas gracias por su trabajo;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Al SIATA Fico Gutiérrez y su administración le quitaron el 55% de presupuesto del cual se fueron 30 científicos y además acabaron el programa Escombros Cero, ahí tienen las consecuencias... ‍♂️https://t.co/XT6LrbtXVH https://t.co/7XMTlTyM4Y;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Acá lo que falta es CULTURA CIUDADANA;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta A ellos, todo el respeto y agradecimiento .;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta ¿Pero es que a quien se le ocurre hacer un soterrado al pie del rio? eso se sabía, que el rio lo invadiría mil veces.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta ¡Agradecimiento y respeto a ellos y ellas!;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @GerenteEPM Que tristeza…duele Colombia;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @GerenteEPM Que triste... Malditos delincuentes;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @GerenteEPM Fortaleza para su familia. Dios los bendiga;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @GerenteEPM En paz descanse . Que las autoridades hagan pronta y ejemplar justicia.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @GerenteEPM Ellos están tercerizados. Dignidad para los escobitas con un contrato laboral digno.;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @GerenteEPM Dios la reciba en su Santa Gloria;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @GerenteEPM Como podemos ayudarle a los hijos de Flor?;;1;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @Emvarias siempre poniéndose la 10 ;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @elcolombiano En castilla entre las carreras 65 y 68 entre las calles 92 y 98 hay un muchos desagües tapados por lodo y basura. si los limpian sería muy bueno. @EPMestamosahi @AlcaldiadeMed;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta @AlcaldiadeMed @FicoGutierrez sobre esa área del deprimido de la oriental, los centros día y la minorista falta una intervención del municipio constante, es deprimente y centro de contaminación. Falta la institucionalidad.;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta #ValientesNaranjas mis #Escobitas. Es admirable la dedicación y el amor para hacer su altruista trabajo. Gracias Gracias y Mil Gracias. @ConcejoMedellin esta entidad se merece un reconocimiento humano. @tavocasta;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @EPMestamosahi NADIE les creé... https://t.co/yQFm18vGt1;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @EPMestamosahi Los bajos de la estación del metro entre estadio y suramericana, sólo olor a mierda, se robaron las estacas, lleno de habitantes de calle, tirando bazuco, ¿Para cuándo la intervención?;1;;;No asignado
Antioquia;EMVARIAS;"@Emvarias @AlcaldiadeMed @EPMestamosahi Barrios: Florencia, Pedregal, Tejelo. Preocupante el tema del manejo de las basuras por parte de la comunidad, además, quitaron los diferentes contenedores, y en cada esquina hay focos de basura. Una atención especial a estos lugares por favor.
Reply to @Emvarias: Cada aporte, por pequeño que sea, ayuda a una ciudad limpia.

Por ejemplo, si todos usamos adecuadamente las miles de cestas públicas que están al servicio de la ciudad. https://x.com/Emvarias/status/1877370851009445970/video/1";;1;;Calidad del servicio
Antioquia;EMVARIAS;@Emvarias @AlcaldiadeMed @EPMestamosahi @tavocasta @FicoGutierrez aparte de esto, @AlcaldiadeMed arreglen el anden, este tipo de detalles generan una visual diferente y un impacto grande que mejora la calidad de vida. ahí ya no hay anden, solo es tierra.;1;;;Calidad del servicio
